label_bullying,text_message
0,that sucks...there are however some decent comic shops in dallas. and MANY half-price books. mecca for cheap trades.
1,Whoa. Marc Blucas' new hair is a fucking crime against humanity. The horror. From loveable goof to douchebag  instantly.
0,yes  mixed my own margaritas with freshy squeezed lime juice! They kicked ass!
0,I blogged about my fail whale loyalty last night! on http://refinedgeek. com
0,ahh damn. Im babysitting at my neighbors now. Are yall staying in town or going back to the city after?
0,interesting concept but I agree with @couture freak i don't think that's beneficial to u.
0,well i havnt got any hate mail from mcr yet so i dont think they mind.
0,I hate getting confused lol.
0,Thanks very much! It was a lovely day. Getting older sucks less than I was led to believe. :-)
0,that sucks  @krkipp99 plays this game called cube crash that she really likes. You should check it out.
0,the thing that sucks is if i did not have to work today i really could of slept in because the kids are gone
0,@ryan_b yup. the design sucks. I wonder if Chris Bangle had anything to do with it. LOL. (joke for the purests out there)
1,Unfortunately  I can't take credit for that blog-- I found it while surfing the 'net at 4am and laughed my ass off!
1,"P.S. ""Fuckitty fuck fuck"" is def. worse to say in a Holy Place. Especially if you're Catholic."
1,also let him know his Irish accent sucks in some of the podcasts
0,I hate when my internet connection messes up.  I am glad yours is working better now. :-)
0,Yeah  this is what this fucking show always does to me. This setup should be cool  but I know -- know! - it will suck.
1,I hate .... you .... zzzzzzzz
0,damn! my breath actually stopped as I thought you'd done that.
0,i love you so damn much.
1,Hey... Stop twitting and post a damn blog!
0,HI BEST FUCKING FRIEND!! REPLY ME JAJA  I LOVE YOU MOTHERFUCKER!!! MUA!! OR CK4U!
0,http://twitpic.com/t9za - ouch! god damn Ray..that looks painful..maybe you should use a pic? lol
1,http://twitpic.com/qtt0 - O.O bingo is waaaaay to hard for me. hate it. i wanna fuck it..wait thats didnt come out right
1,xD! i know. hmm ....i wonder how it feels like to fuck bingo  hard .....hmmmm  i guss i'll never know D':
0,that sucks!  can you still walk around or is your balance fubar?
0,ha! that's awsome  i'm just right at prime so i'm at 4% before this drop  3.5% is pretty kick ass.
0,I estimated how many hours it would take to redo the program  added on 50% because my estimation sucks and calculated from there.
0,LMAO......... U starting SH*T already... Ha! It's only 2:30pm there  right! Oh the HATE. Well  I love you dear :-)
0,to b more complete (if u r Twittering Hugh): I don't think Hugh Jackman is gay.
0,there r things I'm happy about  just not in the Xmas spirit. But thanks 4 the pity and smart ass comments.
0,:-( it sucks running on no sleep :-(
0, awww that sucks sir. sorry about that. at least u still have twitter :)
0,- i know  right!? it's lammmeee. except  i'd love her too.she's hot. and funny. you're right. i hate my life.
0,Bitch forced me on the scale!!! She should be happy I didn't hve my glock!!!!!!
0,I'd sweat my ass off!
1,oh youuuu little bitch. Just keep your winter gloves away from your zipper and i'm sure you'll be fine.
1,not to sound amazingly  astoundingly gay (not that that's bad) but you sound like a man in desperate need of a few pillow shams
1,as much as i hate auto-DM's  i also check out links if they're music related.
1,I'm blocking you because you have no value. Go back to telemarketing  or some other loser marketing scheme.
0,I srsly hate you for getting that stuck in my head. :)
1,If only Edward and Bella were slightly less emo :)
0,They all live in the town in which I grew up  which I hate. So I'm not sure we would get along now. Willing to give it a chance tho.
1,@scanman and @asthepumpturns. Yeah  I am a mean mean person. Horribly judgemental towards one specific victim. Poor guy. Retard.
1,damn it.
0,yeeah  i'm a youngin' it sucks. i'm on the quest for a good one. no luck yet  though
0,ugh  aj is a fucking douchebag. he was wasted  of course and just really obnoxious. they weren't bad  but they weren't good=/
0,yeah i dropped by on the way home. Sucks man! But you can tell they were amateurs
0,I hate that.  I want people to be healthy...but CLEARLY not when it's an inconvenience to me.
0,"Overanalying stuff. Case in point  the reviews for Hot Rod. I lov it ""they"" hate it. But it's different strokes for differnt folks"
0,You should check this post out: What to designers hate about people in their field: http://bit.ly/F8Ld
1,NO. You're in BATH. You worked your ASS off for this. You're coming home to GREAT THINGS. Have FUN FUN FUN. NOW.
1,your mother's a bitch.
1,that sucks for your teacher. poor guy. isn't your class full of adults? do they act mature like adults are supposed to?
1,fuck yeah!!! That is so far above just not failing!!
1,FUCK.
1,fuck yeah!!
1,well  it is gay hippie stoner music
0,damn i missed the cupcakes!
1,aw man that sucks!
1,Oh no! Everyone ok? Damn you rain! Ruining my BFFOT's day!!!
0,I JUST WANT THE DAMN LATKES
1,WHO CARES I HATE THEM! FTW! Knitting and crocheting before bed &lt;3
1,damn.
0,damn. Maybe we'll just reschedule this game night since it seems too busy for people - ohhhh well! :)
0,it pretty much sucks. He really didn't wait at all with looking did he?
0,Hmmm maybe but I hate my voice...
1,"*sigh* oh  Karrine. You said the phrase ""Sluts with Butts"" on a site called MomLogic.com. You fuck'n rule! :) LMAO"
0,still gettin my ass whooped on WII by mom. ur better off than I  sir.
1,Rockets... damn. makes me wanna turn ne-yo's gay ass off my tv and just sit here.
1,wow that really sucks. LOL.
1,that sucks  I know he was looking forward to that hook up...
0,Err:508
0,I have to go to the Sprint so...oh wait do I really? But when will i have time to go during the week. Fuck me!
0,damn! I don't pray but I hope she gets well very soon!
0,now that damn song is in my freaking head! fuck. * does that dance again * hahaha im out night!
0,I hate the million different windows open to chat. That's why I abuse twitter!
0,That's fair.  In the meantime  may I also recommend Skinny Cow Mint-Chocolate Cones?  Low in fat  but high in DELICIOUS!
0,"I like your ""about"" section on your blog  I feel like my nerd and sweetheart side clash and complement each other too!"
0,fuck ohz... im thinking about it!
0,damn. i left kahala in the dark with a glow stick. security kick out me and my girls.
1,fuck yeah. swing by sometime (after the 17th) and i'll take you to rocco's. yeah  think about that.
1,i hate her in every movie. she has one look. you know the look haha
1,"Read your post  ""Sincerity Sucks.""  Thank you! I feel less guilty for holding certain ""sincere"" people accountable for actions"
0,the weather sucks right now
0,my last day is 12/31. We're having a kick-ass going away party...with fireworks and everything! Come by.
0,http://twitpic.com/tr56 - Do u all believe me now when I tell u this is the best freak show in town?!
1,Maybe they're looking for Carl!!!  That damn Carl.
0,Once I reach law school I may call on you for your technical-cum-legal expertise. Law bot sounds impressive!
0,i hate it when that happens.
1,Fat Baby drinkinggg and listening to Duffy's band
1,p.s. i hate you :)
0,thanks  that's the part that is so hard. Hate to see my grandmother hurting.
1,I should brush my bangs over my eyes and join you in emo grief.
0,Nope  didn't sound like an ass :-)
0,So do so. Though I recommend opting out gradually over several years - relatives freak out less then.
0,what do u wanna know? That I look like I just got caught stealing something??? I hate taking pictures.... This celeb ish is wack
0,Ooops. I knew that! Totally did (No sarcasm). I hate typos. My fingers are a mind of its own.
0,lmfao he's so cute tho seriously. im watching the AIR awards interviews omg so fucking cute &lt;3333
0,omg cum 2 short stak!1!!/
1,It sucks :(
0,That sucks. I'll be sure to bring some when I visit.
0,"should be in good company.  &lt;talking to self&gt; ""hate this wireless keyboard..."""
0,Arghh! I hate being sick! I am praying for fast and full recovery with energy to spare!
0,Damn that was supposed to be a reply.  ANyway I'll have a couple more I think  not sure what came out well.
0,i also saw an anti-gay sign re: protesters
0,that sucks. im sorry.
0,@paulcarr @mbites re demotix/I&P post comments: the ignorant shld read some history & the knowledgeable grow some fucking balls!
0,to damn (and dam) the spam  try OtherInbox (http://otherinbox.com)  now in beta. It's perfect for that kind of email overload.
0,other than the Slowskis  I find all of their ads annoying - but i hate most ads. long live DVRs
1,yeah I hate this bitch and I'm glad the chief killed that other dude!
0,Win an NBA championship w/ what team? The Knicks? Damn right! ;P
0,Ohhh I hate when that happens... but it's so worth it if it was a great party ;)
0,And the fat crow has left the nest; repeat  the fat crow has left the nest.
1,@Heylin1234 oooh shit i forgot what i was gonna tell y'all -_O UMMM oopsie...ugh i hate my short term memory
0,whos fucking who?
0,GET UR LAZY ASS OUT OF BED
0,Make sure you update that OS. Luck bitch. T-Mo gets the gasface with their lack of a new BlackBerry
1,With the departure of the Sonics  I've adopted them as my squad. I still fuck w/ CP3 and the Hornets  but I gotta go Pacific NW.
0,Yahoo! Sports (I know...) mentioned Sergio & Travis for Hak  Conley & Crittenton. Damn  Jerryd still might not get PT then...
1,Damn straight.
1,Have you seen his ugly ass? he IS the phantom. Women wouldnt sleep with him if he didn't woo us with melodies and faux-mance
0,Dude  yer rooting around making a pig roast with no power.  Who's rational?  LOL
0,"OK  you're swaying me.  I grew up on Fat Albert too.  It's all good stuff.  Love to hear him say ""groovy"" in the 70's standup :)"
1,DAMN HO  You sick as FUCK!!!
1,Jesus fucking h Christ!!!!
0,yeah  cause his dick is a different size
0,I told you trial accounts were limited!  That sucks :(
0,You must have read Mozart and the Whale too?  ASConn had Jerry Newport come to CT for a showing of the film a signing.
0,I love fishing - but I am a loser :D
0,as your personal stalker  I will be crashing your lunch tomorrow. Um  where is it? Damn  stalking is hard.
1,fuck you  change your name. Do you know who I am? (yeah  neither does my mom.)
1,to be specific he didnt choke her (right?) he bit her on the back while banging her in the ass. (just to be clear)... :)
0,@indiekid you guys look like...fuck too sick to come up with anything funny. I will let your outfits do the humor for me.
0,haha I wish. why so mac hate-y-ish?
0,Then you should probably join the Facebook piss up group that the council stopped.
0,Thanks for the info.  But it's that fat rain that gets you really wet. I guessing Swansea only has skinny rain but lots of it.
0,i love that movie it reminds me why i hate liberals
0,Oh is that what they are? Is that what Magpie does? I will avoid like the plague. I hate the FB ads that they sneak into posts.
0,@bosca Been a Geek is something I know i am proud off. A nerd I am not lol.
1,still got that ass whooped haha.
1,go cowboys!!!! Yup I said it. Two tears in a bucket.. Fuck it lol
0,His ass does have shrines all over the southland.
0,hate to hear about your car. Is it the transmission?
0,of course.  It scans perfect white.  But inking on mylar is a bitch for exactly same reasons as penciling on it is awesome.
0,do you ever GET tiddly tweets? Cos I'm destined 2b drunk fault of my gay 'uncles'
0,Damn. I was there this morn.
0,oh fuck. Christmas is next week???
0,Staying home with my OH  the pooches  and the fireplace...finally! I rather hate going out on NYE so I'm happy :)
0, I have three pairs on!! having low blood sugar sucks :(
0,"only one of the best in children's musical entertainment. ;) she sings such hits as ""pig on her head"" & ""we are the dinosaurs."""
0,So your Grandpa doesn't have a fake one lying around? That sucks. :( what are you guys doing that day  will katie be coming?
0,now THAT is really WT  fat from lipo to power your car!
0,i fucking love u too and merry christmas eve babe...i can't handle this right now i have no where to go
0,Thanks so much for the beyootiful Christmas card - you're SO gonna kick ass in 2009
0,I can't say for sure that the universe doesn't hate you  but I've had several problems too.
0,Just wait.  It'll happen  then you'll think damn. Michelle told me this would happen  not I'm old.  LOL
0,it worked! I'm scared! Jail sucks.
1,go fuck yourself.
0,There is a theory that it eliminates neck fat through circulation. Started doing in high school. LOL. It worked! Avid tapper!
0,that sucks  they could make more if they had both
0,i need some of that money to get some of that tryfe heatery...the freeway shit was BOOOOOOONKERS!!! you killed that damn beat fam...
0,yesssssssssssssss...its funny cause i hate the weather...but im gettin ready to move back to michigan on tuesday where its worse HA!
1,cause i just need to get my mind away from all the bullshit out here..im bousta say fuck doin music...just promote others...
1,i mean damn don can you get back to ya own brother?!?!?
1,dick van dyke is way cooler too.
0,hahahah is he at least hot? Hahah. I can't wait to go home to see who this guy is haha. I hate creepy skeevy guys on myspace LOL
0,Mmm...Pizza pie!  You know...Papa Murphy's sounds damn good right now.
1,You kidding  I bloody hate anime  and I liked Bleach.
1,Not necessarily  while I do not agree with hitlers actions  he was a damn good general  and got germany out of a depression that
0,Because you just stated that there is a minimal chance Zombs will invade  they will now! Damn you romy!
0,You. Your ass in TF2 now.
1,I'll love him in the biblical sense  just as soon as they chop his emo hair off.
0,i hate it when that happens... i exposed 2 36-exposure undeveloped rolls before argh!
1,u whore...
0,Nope  Pho Pasteur  tho I just heard that they upped their price. Xe Lua sucks.
0,That sucks. I've escaped it so far  but you're right  everyone else seems to have it or getting it. I'm prolly next. Yikes!
0,damn  scott just said naughty things
0,Asian Philosophy??? DAmn you must know how to Game the ^-^ perfectly now
0,damn  sean and scott just cuttin heads out like some slumdogs
0,GoW2 is really your game of the year? Damn.. Mine is Left 4 Dead without a doubt.
0,Embedding/linking WebKit is a pain in the ass... building it from source took me hours and I got 3 errors: no compile  no worky
0,Oi you.  I'm no troll.  I sent you one damn tweet.
0,Hey  73% growth in eBooks.  They could have been sitting FAT if they'd raise their bets there!
1,Quit the gay ex and you wouldt sleep so much
0,Damn! He is like the male Rosie O'Donnell.
0,Just the movie.  @nallyo @parsonsn @umtrey Not emo  I just wanted to see what the fuss was about.
0,haha it was great... i hate how the audio lags so badly though... it'd be more fun in real time lol
0,oh it was nothing huge  it is just time for me to get off my ass and go out there and start my life. Get work in the field etc.
0,Not sure if you saw him kissing his wife--Dick Clark moves pretty fast when he has to...
0,It's always too early for Dick Vitale.
0,my last tweet was supposed to be @ you. Damn twitteriffic reply system.
1,fuck you man  I'm a vegetarian today! That just makes it harder.
1,"HAHAHA. tom cruise ""I WILL FUCK YOU UP"""
0,lol. that could work... he'd only lose like $1600 a year given how often the damn comic comes out
0,nick and nora? fuck yes. let me know when you're going.
1,That album is the fucking shit.
1,yes? Yes? Fucking YES?
0,Damn  I should have made some music for work
0,mr.lydian@gmail.com. I'm not the most fun  but damn it I'm something!
0,Isn't that the evil show about the witch and her husband and the large group of gnomes?  (I hate watching TV at my sister's.)
1,@folub i'm hammered and want you both at Hot Damn.
0,Really! Its price is tempting  but its network coverage sucks.&#58372;
0,damn but it right it doesn't shock me
1,Y'know  it's very stereotyped emo.. I know plenty of older people who follow the trend / cult the whole way.
0,I REALLY hate it when I sneeze  burp  and hiccup at the same time D:&lt;
1,DION WHAT THE FUCK YOU SAYIN? LOL.
0,hahaha did he freak out?
0,Dr. Johnson says have some Gatorade after a soak. I hate the taste of the stuff but it will replenish your electrolytes.
1,: Dude  you're gonna hate me! Here... more T-shirts for da T-shirt lovers : - http://snurl.com/8fhdw  : )
0,"I don't get it with bet. I not one of those ""I can't stand bet"" folks but damn! Why can't they get it right...lol"
0,damn dude you stay on the road!...lol
0,oh lots.  lots and lots.  although in MI sometimes you might need the whale blubber for the cold.
0,At 4:30 in the morning  I was struck with Revelations about a certain book we both know and I hate. Check your email  yo.
0,Midway sucks.
0,Awww....me too! Are u a cheese slut like me (u love cheese + anything) or are u a cheese snob (Bergk&#228;se  Affligem  anyone)? ;)
0,haha. that sucks though. if it's any comfort  i had a student break some of my XLR contact mics. gotta break out the iron now.
0,plz dont even talk about getting fat i put on @ LEAST 15 lbs its delishhhhh mad chocolate TO THE DOME
0,I would agree with that! it would be funny if it wasn't pouring so damn much!
1,- damn you and your constant banoffee pie mentions!! Very tempting LOL
0,"Yes. I realized that my meter has gone from ""wannabe Cool Hand Luke"" to ""Hulk Smash!!!""  but really! C'mon! Video is my thing"
0,Yeah  it sucks. They would have so much fun in the snow right now. Which I still don't want to go shovel and you can't make me!
0,I hate it too! Mishel is going to do mine. :) She might do yours too  you just have to give her cash  credit cards & checkbook.
1,Fucking pallys. I learned to hate them playing Warcraft III. And fuck rogues too while we're at it.
1,Hell yeah! With their invisible sneaking nonsense. I almost want to play as one some time to fuck with people though.
0,problem is having more than 1860 followers  it's hard not to piss someone off. i just worry it'll be someone i consider a friend.
0,its either that or get a new car. neither of which can i afford. im at a loss as 2 what 2 do. i feel helpless n i HATE that!
0,- Agreed  snow is fine  ice sucks (well  and all the silly drivers on the road) :)
1,"I was belting out songs from ""Fiddler On The Roof"" and ""Rocky Horror Picture Show"".  I might have been a gay  Jewish man?"
0,I originally made them in the grill  but it's a new grill and I hate it  so when I discovered they were cold  I microwaved them.
0,Fucking hell  I need to train!
0,I feel the same way. I am still full and i hate a couple of hours ago
0,evilbeet    WAKE UP!!!! HAHAA jus saw ur mesg on my phone. arent u happy that a complete retard like me is on ur side? haha
1,"evilbeet  do u not feel that when u watch jon & kate plus 8 its fucking ""in ur face"" and purely advertisements?"
0,"I dont care if he has a right to ""hate"" or whatever....smart hate is great. dumb hate is boring and annoying"
0,ouch  why did you hate it?
0,next week? I'll be the biggest loser in the world until then. (what else is new)
0,what sucks?
1,jia..that is dead ass wrong
0,midget only refers to the length of his dick *wink Cuz I'd say that mug is about 4 feet and some change :O)
0,oh naps can be the death of your sleep  real shit lol. Im gonna be up for a while my damn self :O(
0,@nessarenee Juicee that dick gone make u masturbate. watch what I tell you.
0,@ nessarenee I mean that was either a pad or her white dick. Shes nasty. But whats the song thats playing at the end
0,@nessarenee @cd87 Juicee I should leave your ass  tellin' our business like that *rolls eyes and goes back to da co-na
1,I should round house kick ur al qaeda lookin ass in the face with my flip flops!
0,hell naw! I don't do second chances at dick bc then if its bad  that's TWO wasted nights instead of one and I do NOT gamble! Lol
0,it is so not beneath me to shake my ass! No cameras tho plz
0,its a little bit of both. My sister likes younger men so she can control them. Meanwhile his retarded ass just does it smh
0,@juiceegapeach Yall the dick hit me in the eye all the way in NC. I think Im in love with a gay man!
0,damn it I havent been sleep :(
0,I HATE that commercial.  It makes me SO mad.
0,OK Cool  I'll figure it straight out in the morning..Thank Pat! BIG FAT HUG For You!{By the Way  I loved Your Portable Empire!!}
1,ok! where is it then? send that bitch to me!! haha!
0,happy brithday dumb ass :) have a good one  you AMAZING PERSON YOU ..LOL
0,I hate the same thing talked about in 100s of blogs just slightly differently  giving no extra info. Boring.
0,Damn  miss that whitney too! You getting me in the christmas spirit...I didn't even put up a tree this year :(
1,"I freakin hate that! For me it's ""Hi Rose"" Rose is my last name you idiot! LOL"
0,i just hate college  evryday especially...:p
0,absolutely. i think speedy WANTS us to do homework...massive tons of homework.dang it! i hate this semester's finals!!
0,@myownwoman407 & I DO NOT appreciate dis talk about asses *Nikki Ann snaps her fingers and sashays off  showin her fab ass* LOL!
0,Listen  buddy  all of a sudden you've got lots 2 say! AND u have taken the fun OUT of the oxymoron! geesh! go back 2 watchin ass!
0,Haha  okay! But since I was the total nerd in school  that feels like 'talking in class' to me  LOLZ.
0,Join the club. I don't know either. LOLZ Khub jamay gee jo mil baithain gay bongay do. :D
0,I don't know  but I hate mass DMing.
1,your ass needs to be in NYC for that shit!
1,Please do...anything from you my sexy bitch!
0,ha yes the $$ part would definitely be a big help! Don't you hate that?!
0, Hate to date me; but my kids had the Big Wheel and I can still see them going down our hill on it. Sit n Spin came later. Wow!
0,Don't you hate that! I hum a lot  usually just notes; but this time of year I don't dare hear I Saw Mommy Kissing Santa Claus!  Noo!
0,man that sucks! Well here's hoping that nothing major was taken and that your day improves.
0,@avidd werd up to nerd recharge.
0,@madmain -- damn it -- where's a flip when you need one?
0,i hate paying bills period lol ;p
0,all day son all day GBG grab ya cock if ya love hip hop
1,so i said listen cunt.. i hope your year brings prosperity and happiness. and then i got my gun  and blew her brains out.
0,@RoyalPurp fuck it  lemme put on some D-Block and throw on my Apricot Scrub with exfoliating beads. Saturday baby
0,well that sucks  I might be in LA at the end of this month! :(
0,Comics version: http://en.wikipedia.org/wiki/Charybdis_(comics) I hate it when comics are dumbed down.
0,my Prius has a 10 gallon tank.. must kick ass to live there right now.
1,http://twitpic.com/t47m - Srsly  I hate it.
0,Ok dis weak iz no good. Booked all morning wit srs naps  den runch wiff dat bitch miss muggles. Howes next week?
1,Turns out I hate shopping  too. Way too many sounds and smells. I just want to pee on everything.
0,why u hate twitter? Ohhhhh u ski opening day  +1  +2  etc...
1,Just had a big ass waffle breakfast and am catching up on games from 08
0,Fuck the Atrium. That is all.
0,I am getting brown sugar chunks and I hate that!!
0,lok u kan cum 2 my party 2nite bu u beta not lok at me or say nothn sexual at al i actualy fel sory 4 u
1,I DARE DAT ASS 2 SAY SUMTHAN ELSE STUPID U DA STUPID BITCH!
1,FUCK NO I AINT PARTYN LIK DAT JAYLA U STUPID
1,JAYLA U TOK DAT DA WRN WAY MEANIN U WEAR PANTIES ASS ITS NOTHN SEXULA SO DNT BE THANKN DAT
0,Wel get ur ass over here just dnt be loud guh im tipsy as hel i may get sum juic frm u
0,GUH YES SHE TAGGED DAT ASS LOL I WAS LIK DAM THEN ANGIE POP UP LOKN KRAZ
1,N HOW BOT BARBARA GOT ANGIE ASS GUH ME N TELA WAS LAUGHN 2 DAM HARD
0,I TOLD UR ASS IL BE HM 2MORW NOW GET AT ME LATER HOLLA LIT BITCH
0,lmao you lie....major please? I'm always in a damn sewing lab til they kick me out...I guess you will be my new fake bf  LOL
1,Judge Chevere at the Daley Center..she's hispanic and a bad ass! Too bad i'd never want to go to law school..
1, you'll get through it and win in the end. FUCK THAT SHIT IN THE FACE (as ange sez)!
0,no  sadly i'm ps3 :( ...i was thinking the same thing last night...damn non-interoperability
0,I hate public restrooms. 'Specially this one: http://graphics1.snopes.com/photos/arts/graphics/toilet2.jpg
0,I've been drinking orange juice  water  eating crackers...my body just hates me. doesn't help my immune system sucks.
0,lol.  ass.  I'm doing ok.  Get my stitches out tomorrow.  Hopefully be 100% in another week.
0,damn that sounds like my kinda schedule..you coming here first  right.?
1,you're a bitch.
1,sucks to be you
0,I just seen the commercial for that nasty ass chicken sandwich with ham topping you ate today.
0,oh no  that sucks no computer
0,damn man im sorry to hear that...going to buy a mac now?
0,PUT YOUR FUCKING PANTS ON
0,Actually  the problem is fucking ATI. They suck. I'm gonna do this swap then try to get an nvidia card.
1,I hate you so much.
0,billy mitchell is like the chuck norris of video games... but i still hate his guts! (oops! ok  i love chocolate chip ice cream.)
0, hey there! any luck with a ffffound invite?  im still working on it  apparently im a loser :)
0,damn - you travel a lot! see you on monday at your hols party!
0,damn who do you work for and why?!
0,Eventually when Trashman  the stalker  was arrested I got even more hate from his supporters who felt his arrest
1,and the beamer was underwhelming.  had all kinds of issues with the on-board computer.  nothing major. just enought to piss me off
0,OMG! That sucks; hope you're ok!
1,He's an asshole. I'd fucking bean him  for love of the game. Not starring Kevin Costner.
0,he doesn't count! @feenstra will tell me he loves it even if it sucks. You  on the other hand  will be honest. :)
0,I went mac in 12/2006 and now have 3 (selling 2  buying 1 more .. so net 2 by Jan I hope). I LOVE my macs and HATE my work PC :)
0,It's like 1/2 the calories and fat .. and rather NOM! Give it a try.
1,Damn dude...
1,WOW YOUR A BAD ASS... HAHA
0,World War Z kicks so much ass. Did you know the author Is Mel Brooks' son?
1,Yeah  and T-Mobile Germany offers unlimited Worldwide calling to other T-Mobile phones. USA only offers Nationwide. Sucks.
0,damn  you caught that. ;^)
0,true  Vista sucks ass  yet when I plug in ANY usb device that I have  it works.
0,"Yeah  it's bitter sweet. I see apps like Amarok and think ""kick ass  this will be great"" then I see it has issues with syncing."
0,ummmm no offense  but 12 ounces....isnt that more than u weigh o'fuzzy guinea pig?  :)
0,u are probably right tho   i hate these short days =/
0,thats not funny i never am damn it lol
0, Yes for sure it sucks when it happens
1,Scars on my face? Are you threatening me? I don't like liars  threats nor unexplained coincidences. Kindly fuck off!
0,damn. ah well. Rusty and Danny are still good although Stark has been known to frequent Vegas on occasion
1,DAMN IT EDDIE!
0,"oy. i hate dealing with technical support. those rat bastards ""accidentally"" hung up on me twice last night."
0,I want a fail whale tee shirt!
0,forgot to mention because u were not at work yesterday peeps assumed it was because of gay day HA! u picked a fine one to be out!
0,that was orgasm lipgloss and the matching blush. liner in moracco. i dont recall the rest. P.S. female trouble sucks!
1,can u be a lamb & add a *gay* category to ur awards so I can nominate myself & others
0,holy sh** Im tired from reading ur shopping stops. How big of a family you have?Damn!
0,OJ seriously needs to get it together ..karma is a bitch though  caught up to him~
0,no one is trying to look like a freak ..well only behind closed doors. Bras over 36 look like grannie going to disneyland
0,(First Rule of Ass Club)  .. *hehe* ... Nobody talks about ass club.
0,looks like twhirl's got whale-itis. i am unable to log in from my office mac too.
0,Re holidays prices going it - all of your reasons are valid but the real reason is because they hate me
0,@kathynewman Me too mash is wonderful  not just tatties either  carrots  turnips  all lovely - but I hate creamed spinach
0,Kick. Ass. That sounds so much an incredible experience :-)
1,yes...and they are about to be fucking DISOWNED. *grumble*
1,Well fuck yeah!!!! how about allston? @xdeartragedyo imma try the one in jersey @evry1 I got my 2day bamboozle tics today
0,TOTAL DICK. Cell phone
0,FUCK YEAH....spencer?? Will you be there? @xdeartragedyo i'll see you at at LEAST 1 those
0,Every true nerd knows the famous kitteh-heat corollary:  If warm  then cat.
0,Throwing? throwing? Its bowling  Bowling!!!! Throwing indeed! (you do realise I am getting you to talk cricket  which you hate)hehe
0,Okay  now your just taking the piss  right? Or maybe Link baiting. How could you not love the AFL ? Impossible!!!!
1,uh uh u fucking bitch. haha dont take any coats  skinny jeans  slippers  gloves  bomber hats  or scarves.
0,aw rats-i hate to hear that about my car
0, in my house  my DH does laundry  but i do the vaccuum. I love it. But i hate laundry. Its about comprise. :-)
0,I meant to drink.  But man  nj sucks with this.
1,we gonna make bklyn see what's up! Hell fucking yeah!
0,I'm just bored as fuck. Lol. I never thought I'd say this but I kinda wish the damn dog was here making noise. Lol
0,well I need The.Perfect.Dog. b/c the kids want one and I hate cleaning up after them. Not a big dog fan!
0,oh yes I remember you mentioning that once! I live very close to Keller. I grew up in Keller  they used to hate it right?
0,the regular size I hate the minis I always burn them
0,I hate it.  I am in the process of getting rid of it-lots of complaints from readers
0,I threatened to shave my head the other day ;-) I hate my hair right now
0,"There is def. imprint of my ass on floor under my own bed... ""Someday my prince(ss) will come""..sing it. YOU are my princess!"
0,@getaclewis spent last evening AND this morning begging for forgiveness. WHO says that to a 6-year-old? Stress sucks!
0,Congrats!  You'll have to make us a low-fat treat from it :) #fitfam
0,I rarely unfollow  unless they unfollow me first or totally ignore me. Or completely piss me off. That's happened once.
1,Savor my ass. ;-p
1,I'll be a crab ass with you. BAH HUMBUG!
0,Nope.  Don't know.  My voice sucks either way.
0,Damn.  How about nonsensical blogger?  You need one of those?
0,Aw.  Thanks for the hate!  I'm all warm and fuzzy!
0,I hate on blogs?  what are you saying?
0,LOL - goodluck with that - I HATE workign on my resume.  Good luck with your job search
0,I just entered Ms. Single Mama&#8217;s Kick Ass Christmas Contest  you can too http://tinyurl.com/7f2h7g
0,Ugh. Crunch time. That sucks. Make sure you get plenty of sleep so you can wake up refreshed and ready to create again. It'll be ok.
1,damn damn damn James....
0,I hate fakers...reveal yourself and you got the nerve not to follow people WACK
0,someones eye fucking is about to be cut to a minimal *snicker*
0,they think we only ride chevys and cadillacs...damn stereotypes
0,yo this new song is hot all verses lyrical as fuck.  fred killed it
0,Chocolate graham crackers with a scoop of fat-free cool whip! 1 WW point!
0,Should We ask Pussy Galore? ;)
0,Pussy Galore at your service  James 0007!
0,Ready to Par-tay at Speedy Dick Clark's New Year's Rockin' Eve... will U be there? ;)
0,No pun was intended in writing Speedy Dick. :)
0,well u are pretty damn funny.
0,yeah he did then got big again how I hv no idea. But totally agree about kicking ass.
0,no kidding I'd hate to get my Hurricane watered down w snow as I go from bar to bar.
1,ok I don't care what @cyandle says about being PC bc that is SO queer. And ftr  my gay friends would say something worse! ;)
1,yes yes  so gay.
0,I am sorry! I hate funerals.
1,SON OF A .... bitch! hahahahahahaha
0,but damn I look good on it.
0,damn  that hurts.  I agree w/ @Wolfnoma more scotch will cure all that ails you
0,that sucks  sumtimes I don't take my mind to work.
0,@TanJa_C that might be a girl's car  but it is one damn hot girl's car! It has grrr-power!
0,I think it also helps for you to *Feel* full this way  & stay away from carbs. Carbs--&gt;Sugar ---&gt; Fat... Stay away from b4 bed
0,Ordering Pizza Online??? Now thats some Fat Boy shyt!! :)
0,"""Drama"" is just a catch-all word for ""things I hate about other women  which they probably all hate about me too""."
0,Saturday's are just so boring here. The day drags on. Well  that sucks that you don't get holiday pay for the 24th. :(
0,Hah  been there. |: Sabi din niya she's never gonna buy me one so I'll be using my own money. Sucks |:
1,i hate you.... you know why
0,I hate when they do that--
1,u lucky whore!!!!!
1,A BAMF is a bad-ass mother f*cker.
0,Whatchu meen? Other people in this here country ain't talkin' like us? Well  gee whiz! Damn yankees.
0,nigga you sound like a creep ass pedophile
0,writing is a BITCH. re-read one of my drafts- new meaning to humiliation-play. now to hump my metal-bristled hairbrush until O.
